management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,competition2004,year,sic,lb_employindex,pppgdp,,              storage  display     value
2.777778,2.6,2.6,3,8.006368,85,0,Dispersed Shareholders,Switzerland,1,0,25,0,UK,,2009,227,10,2125.13,,
2,2.6,2.2,1.666667,5.298317,,4,Private Equity,Holland,1,0,25,1,UK,,2006,267,4,2051.25,,
3.111111,3.4,3,2.833333,5.081404,50,4,Dispersed Shareholders,US,1,0,50,5,UK,,2008,349,4,2214.25,,
1.666667,2.2,1.6,1.5,5.298317,,3,"Family owned, family CEO",UK,0,1,45,0,UK,,2006,205,4,2051.25,,
1.388889,1.6,1.6,1.166667,4.744932,,5,"Family owned, family CEO",UK,0,1,0,0,UK,,2006,311,4,2051.25,,
3.722222,3.6,4,3.833333,5.192957,,5,Private Individuals,Netherlands,1,0,60,30,UK,,2006,229,4,2051.25,,
2.888889,3.2,2.6,3,5.298317,,5,Private Individuals,Netherlands,1,0,45,20,UK,,2006,229,4,2051.25,,
2.777778,3.2,2.8,2.666667,5.075174,20,6,Private Individuals,Netherlands,1,0,30,5,UK,,2009,229,10,2125.13,,
3.166667,3.6,2.8,3,5.521461,15,10,Founder,,0,0,0,5,UK,,2008,349,4,2214.25,,
2.555556,2.4,2.8,2.166667,5.298317,30,10,Private Individuals,UK,0,1,20,5,UK,,2007,228,4,2214.25,,
2.277778,2.4,2,2.833333,4.787492,,5,Private Individuals,UK,0,1,10,10,UK,,2005,349,4,2051.25,,
3.529412,3.25,3.8,3.666667,6.620073,,5,Private Equity,UK,0,1,,,UK,,2003,356,4,2051.25,,
2.722222,2.2,2.8,2.833333,5.135798,,8,"Family owned, family CEO",UK,0,1,5,0,UK,,2006,391,4,2051.25,,
3,3,3,3,5.010635,,10,"Family owned, family CEO",UK,0,1,25,,UK,,2006,391,4,2051.25,,
1.833333,1.2,1.8,2.666667,4.976734,3,10,"Family owned, family CEO",,0,0,50,0,UK,,2008,391,10,2125.13,,
2.222222,3.4,1.6,1.833333,5.010635,,10,Founder,UK,0,1,33,20,UK,,2006,356,4,2051.25,,
2.388889,2.6,2.6,2.166667,5.192957,50,6,Founder,,0,0,50,10,UK,,2008,356,10,2125.13,,
2.333333,2.4,2.4,2.5,5.298317,,,,,0,0,,,UK,2,2004,282,4,1835.37,,
3.444444,3.8,3.6,3.166667,5.857933,,4,"Family owned, family CEO",UK,0,1,12,2,UK,,2005,282,4,2051.25,,
2.705882,3.2,2.4,2.8,5.521461,,6,"Family owned, family CEO",UK,0,1,,10,UK,,2004,342,4,2051.25,,
1.555556,1.8,1.4,1.666667,4.828314,40,10,Managers,,0,0,50,8,UK,,2009,371,4,2214.25,,
2.611111,3.4,3.2,2,5.521461,,10,Dispersed Shareholders,UK,0,1,50,5,UK,,2006,251,4,2051.25,,
3,3,3.4,2.666667,5.393628,2,10,Dispersed Shareholders,,0,0,60,5,UK,,2009,251,10,2125.13,,
2.222222,2,2,2.333333,4.905275,,10,Private Individuals,UK,0,1,1,0,UK,,2006,275,4,2051.25,,
2.666667,3.2,2.6,2.5,5.105946,,5,Private Individuals,UK,0,1,10,0,UK,,2007,289,4,2214.25,,
2.388889,2.2,2.2,3,6.614726,,,Private Individuals,,0,0,50,0,UK,,2005,242,4,1932.66,,
3,3.4,3,3.333333,6.620073,0,10,Private Individuals,,0,0,40,2,UK,,2009,242,10,2125.13,,
3.055556,3.8,2.6,3,6.214608,,10,Private Equity,US,1,0,60,2,UK,,2006,265,4,2051.25,,
3,3,3.2,2.666667,5.521461,,,Dispersed Shareholders,,0,0,50,10,UK,,2002,262,4,1932.66,,
3.055556,3.6,2.4,2.833333,5.153292,,,Dispersed Shareholders,,0,0,,,UK,3,2004,208,4,1835.37,,
3.222222,3.4,3.4,3,5.192957,,7,Dispersed Shareholders,,0,0,100,8,UK,,2006,208,4,2051.25,,
3.666667,4.4,3.8,3,5.192957,0,5,Dispersed Shareholders,UK,0,1,,,UK,,2009,208,10,2125.13,,
3.333333,3.4,3.6,3.166667,4.787492,,,,,0,0,,,UK,3,2004,384,4,1835.37,,
2.111111,2.2,2.8,1.833333,5.703783,,1,Dispersed Shareholders,UK,0,1,70,15,UK,,2006,384,4,2051.25,,
3.611111,3.8,3.6,3.666667,5.991465,80,10,Dispersed Shareholders,Norway,1,0,50,45,UK,,2009,384,10,2125.13,,
3.611111,3.4,3.4,4,8.056109,,,"Family owned, family CEO",,0,0,,,UK,2,2004,202,4,1835.37,,
3.777778,4.2,3.8,3.5,8.160519,,3,"Family owned, family CEO",,0,0,17,2,UK,,2006,202,4,2051.25,,
3.777778,3.8,3.6,3.666667,8.433811,2,2,"Family owned, family CEO",,0,0,50,5,UK,,2009,202,10,2125.13,,
4.166667,4.6,4,3.833333,5.991465,,5,Dispersed Shareholders,US,1,0,100,10,UK,,2006,369,4,2051.25,,
4.722222,4.8,4.8,4.5,6.39693,,,,,0,0,,,UK,2,2004,262,4,1835.37,,
3.055556,3.2,3.8,2.333333,5.298317,,8,Private Individuals,,0,0,43,1,UK,,2006,205,4,2051.25,,
2.111111,2.4,2.4,1.666667,5.32301,0,3,Private Individuals,,0,0,15,0,UK,,2009,205,10,2181.07,,
2.176471,2.2,2.2,2.166667,5.135798,,1,Other,,0,0,25,0,UK,,2006,202,4,2051.25,,
1.944444,2.2,2,2,6.39693,1,10,Other,,0,0,0,5,UK,,2009,202,10,2125.13,,
3.117647,3.4,3.4,3.4,6.109248,,10,Dispersed Shareholders,Switzerland,1,0,95,2,UK,,2004,399,4,2051.25,,
1.944444,2,1.2,2.333333,6.476973,,10,"Family owned, family CEO",UK,0,1,0,0,UK,,2006,249,4,2051.25,,
3.722222,4,4,2.833333,6.109248,60,3,Dispersed Shareholders,Japan,1,0,30,1,UK,,2008,358,4,2214.25,,
3,3,3.4,2.666667,6.109248,,7,Managers,UK,0,1,20,0,UK,,2005,251,4,2051.25,,
3,3.8,2.6,2.666667,5.010635,,6,Founder,,0,0,,,UK,,2006,355,4,2051.25,,
3.555556,3.8,3.6,3.166667,5.010635,98,6,Founder,,0,0,50,0,UK,,2009,355,10,2125.13,,
3.5,3.4,3,4.5,6.628041,,,,,0,0,,,UK,3,2004,267,4,1835.37,,
2.5,2.6,2.8,2,6.39693,,10,Private Individuals,UK,0,1,30,10,UK,,2006,208,4,2051.25,,
2.555556,2.4,2.6,2.5,5.521461,5,10,Managers,,0,0,40,10,UK,,2008,204,4,2214.25,,
3.111111,3.4,3,3,6.322565,,6,Private Equity,UK,0,1,10,2,UK,,2006,209,4,2051.25,,
3.722222,4.2,3.8,3.5,7.824046,4,8,Private Equity,UK,0,1,60,8,UK,,2009,209,10,2125.13,,
2.444444,2.8,1.4,3,5.010635,,2,Founder,,0,0,90,10,Greece,,2006,205,50,300.274,,
3.555556,4,3.4,3.166667,5.598422,,10,"Family owned, family CEO",,0,0,80,5,Greece,,2006,202,50,300.274,,
3.333333,3.6,3.2,3,5.908083,50,10,"Family owned, family CEO",,0,0,100,10,Greece,,2009,202,50,322.555,,
4.166667,4.8,4,3.5,7.090077,,3,Private Individuals,Netherlands,1,0,85,1,Greece,,2006,208,50,300.274,,
3.888889,4.2,3.8,3.666667,5.560682,,5,Private Individuals,Netherlands,1,0,100,15,Greece,,2009,208,50,322.555,,
4.166667,4.6,4.4,3.666667,7.003066,,2,Private Individuals,Greece,0,1,35,0,Greece,,2006,333,50,300.274,,
4.277778,5,4.2,3.666667,7.003066,60,0,Dispersed Shareholders,UK,1,0,100,10,Greece,,2006,333,50,322.555,,
2.166667,2.6,2,1.833333,5.521461,,3,"Family owned, family CEO",,0,0,90,5,Greece,,2006,209,50,300.274,,
2.277778,2.4,2,2.166667,5.010635,,5,"Family owned, family CEO",,0,0,100,60,Greece,,2006,363,50,300.274,,
1.611111,1.2,1.4,2.333333,5.010635,,4,Founder,,0,0,95,0,Greece,,2006,285,50,300.274,,
2.5,2.6,2.4,2.5,5.192957,10,10,"Family owned, family CEO",,0,0,80,20,Greece,,2009,285,50,322.555,,
1.9375,1.6,1.8,2.4,4.624973,,5,"Family owned, family CEO",,0,0,50,1,Greece,,2006,285,50,300.274,,
3.333333,4,3.4,2.833333,5.521461,,5,Managers,Greece,0,1,100,0,Greece,,2006,284,50,300.274,,
3.888889,4,4,3.5,5.010635,10,4,Managers,Greece,0,1,90,20,Greece,,2009,284,50,322.555,,
3.166667,3.6,2.6,3.333333,4.70048,,3,"Family owned, family CEO",,0,0,90,3,Greece,,2006,211,50,300.274,,
2,2,2,2,4.70048,85,10,"Family owned, family CEO",,0,0,100,15,Greece,,2009,211,50,322.555,,
3.352941,3.6,3.8,3,4.787492,,2,"Family owned, family CEO",,0,0,84,0,Greece,,2006,289,50,300.274,,
4.444445,5,4.4,4,6.309918,,3,Other,Netherlands,1,0,100,,Greece,,2006,207,50,300.274,,
3.944444,4,4.2,3.666667,6.907755,30,4,Other,Netherlands,1,0,100,65,Greece,,2010,207,50,322.555,,
2.722222,2,2.8,3.166667,4.905275,,1,"Family owned, family CEO",,0,0,25,5,Greece,,2006,273,50,300.274,,
2.555556,2.8,2.4,2.5,4.867535,3,5,"Family owned, family CEO",,0,0,100,20,Greece,,2009,273,50,322.555,,
2.833333,3.4,2,3,5.966147,,1,Founder,,0,0,90,35,Greece,,2006,284,50,300.274,,
2.666667,3,2.2,2.666667,6.214608,12,10,Founder,,0,0,100,0,Greece,,2007,284,50,322.555,,
2.176471,1.8,2,2.666667,5.192957,,1,"Family owned, family CEO",,0,0,30,0,Greece,,2006,341,50,300.274,,
3.166667,3.6,2.6,3.166667,5.267858,0,5,Private Individuals,Austria,1,0,100,0,Greece,,2007,341,50,322.555,,
2.111111,3,1.6,1.666667,5.703783,,10,"Family owned, family CEO",,0,0,75,15,Greece,,2006,209,50,300.274,,
3,3.2,2.8,2.666667,5.298317,,10,"Family owned, family CEO",,0,0,90,0,Greece,,2006,283,50,300.274,,
2.833333,3,2.4,3,5.438079,6,10,"Family owned, family CEO",,0,0,80,40,Greece,,2009,283,50,322.555,,
4.388889,4.6,4.4,4.333333,5.703783,,4,Dispersed Shareholders,US,1,0,100,20,Greece,,2006,284,50,300.274,,
3.666667,3.6,3.6,3.666667,5.703783,50,10,Dispersed Shareholders,US,1,0,100,50,Greece,,2009,284,50,322.555,,
2.647059,3,2.6,2.4,6.214608,,10,Dispersed Shareholders,,0,0,100,0,Greece,,2007,284,50,300.274,,
3.055556,3.6,2.4,3,7.313221,,10,"Family owned, external CEO",Greece,0,1,100,20,Greece,,2007,308,50,300.274,,
1.611111,2,1.4,1.333333,5.521461,,2,"Family owned, external CEO",Italy,1,0,80,0,Greece,,2006,299,50,300.274,,
1.611111,1.2,1.4,1.666667,4.60517,,10,"Family owned, family CEO",,0,0,100,0,Greece,,2006,283,50,300.274,,
3.777778,4.2,4.2,3.166667,7.003066,,1,Other,Germany,1,0,97,0,Greece,,2006,363,50,300.274,,
4.5,4.8,4.8,3.833333,6.802395,75,10,Other,Germany,1,0,90,50,Greece,,2009,363,50,322.555,,
2.222222,2,2.2,2.5,7.600903,,2,Dispersed Shareholders,Greece,0,1,85,0,Greece,,2006,324,50,300.274,,
2.944444,3,2.8,3.166667,5.966147,,10,Managers,UK,1,0,100,0,Greece,,2006,325,50,300.274,,
2.777778,2.8,2.2,3.166667,5.703783,,0,Private Individuals,Greece,0,1,90,0,Greece,,2006,344,50,300.274,,
3.222222,3.2,3,3.333333,5.010635,,2,"Family owned, external CEO",,0,0,20,0,Greece,,2006,326,50,300.274,,
2.611111,3.2,2.2,2.833333,5.298317,,2,"Family owned, family CEO",,0,0,90,10,Greece,,2006,203,50,300.274,,
2.555556,3.6,1.6,2.333333,7.090077,,2,Dispersed Shareholders,Greece,0,1,30,5,Greece,,2007,284,50,300.274,,
3.333333,4,3.4,2.5,5.857933,50,2,Other,Greece,0,1,90,10,Greece,,2009,284,50,322.555,,
3.944444,4,4.8,3.166667,5.799093,,1,Dispersed Shareholders,Germany,1,0,100,10,Greece,,2006,366,50,300.274,,
2,2.6,2,1.333333,5.010635,,6,Dispersed Shareholders,,0,0,50,10,Greece,,2006,202,50,300.274,,
2,2,2.2,2.166667,4.905275,2,10,Dispersed Shareholders,,0,0,80,0,Greece,,2009,202,50,322.555,,
3.666667,4,4,3,6.063785,,2,Dispersed Shareholders,US,1,0,30,3,Greece,,2005,341,50,300.274,,
3.833333,4,3.8,3.333333,7.600903,15,10,Dispersed Shareholders,US,1,0,85,8,Greece,,2010,341,50,322.555,,
3.555556,4.6,3.4,2.666667,6.476973,,1,Dispersed Shareholders,US,1,0,95,15,Greece,,2006,208,50,300.274,,
2.277778,2.4,2,2.166667,6.476973,4,2,Dispersed Shareholders,US,1,0,90,0,Greece,,2009,208,50,322.555,,
1.705882,2.75,1,1.833333,7.824046,,1,Government,,0,0,30,5,Greece,,2003,372,50,300.274,,
2.5,3.2,2,2.166667,5.991465,,10,Other,,0,0,85,20,Greece,,2006,202,50,300.274,,
1.941176,3,1.4,1.5,5.703783,,4,"Family owned, family CEO",,0,0,25,0,Greece,,2006,314,50,300.274,,
2.444444,2.6,3,1.666667,5.416101,0,10,"Family owned, family CEO",,0,0,50,0,Greece,,2009,314,50,322.555,,
2.611111,1.8,3.2,3,5.521461,,0,Dispersed Shareholders,US,1,0,100,0,Greece,,2006,308,50,300.274,,
3.666667,3.8,4.2,3.166667,5.010635,,8,"Family owned, family CEO",,0,0,100,15,Greece,,2006,283,50,300.274,,
4.117647,4.8,3.8,3.6,7.824046,,3,Dispersed Shareholders,US,1,0,100,40,Greece,,2006,208,50,300.274,,
4,4,4,3.666667,8.006368,3,2,Dispersed Shareholders,US,1,0,100,0,Greece,,2009,208,50,322.555,,
3.666667,4,3.6,3.333333,5.768321,,4,Founder,,0,0,100,0,Greece,,2006,283,50,300.274,,
3.777778,3.8,3.6,3.833333,6.309918,15,10,Founder,,0,0,80,40,Greece,,2009,283,50,322.555,,
3,3.8,2,3.166667,6.214608,,10,Private Individuals,Greece,0,1,85,2,Greece,,2006,331,50,300.274,,
3.444444,3.4,3.4,3.333333,6.109248,95,0,Private Individuals,Greece,0,1,85,0,Greece,,2009,331,50,322.555,,
2.222222,2.8,1.2,2.333333,4.828314,,10,"Family owned, family CEO",,0,0,5,0,Greece,,2006,391,50,300.274,,
1.722222,1.4,1.6,2.333333,4.744932,35,5,"Family owned, family CEO",,0,0,85,0,Greece,,2009,391,50,322.555,,
1.882353,2.2,2.2,1.333333,5.298317,,4,"Family owned, family CEO",,0,0,50,0,Greece,,2006,275,50,300.274,,
2.611111,3.4,2.6,1.833333,5.298317,70,3,Private Individuals,Germany,1,0,70,0,Greece,,2009,275,50,322.555,,
2.222222,2,2.4,2.333333,5.703783,,1,Dispersed Shareholders,UK,1,0,20,0,Greece,,2006,208,50,300.274,,
3.055556,3.2,2.8,3,5.634789,10,10,Dispersed Shareholders,Denmark,1,0,100,0,Greece,,2009,208,50,322.555,,
2.944444,4,3.8,1.166667,7.17012,,2,Founder,,0,0,100,5,Greece,,2006,291,50,300.274,,
3.833333,4.4,4,3.166667,7.313221,33,3,Founder,,0,0,82,40,Greece,,2009,291,50,322.555,,
3.888889,4.4,3.4,3.833333,7.090077,,1,Dispersed Shareholders,Switzerland,1,0,50,20,Greece,,2006,209,50,300.274,,
4.555555,4.6,4.8,4.166667,7.003066,1,4,Dispersed Shareholders,Switzerland,1,0,80,0,Greece,,2007,209,50,322.555,,
4.555555,4.6,4.6,4.333333,6.39693,,1,Dispersed Shareholders,Switzerland,1,0,100,60,Greece,,2006,382,50,300.274,,
3.777778,4,3.4,3.833333,5.799093,90,4,Dispersed Shareholders,Switzerland,1,0,100,20,Greece,,2009,382,50,322.555,,
2.588235,2.6,2.6,2.5,6.363028,,2,Private Equity,Greece,0,1,100,0,Greece,,2006,201,50,300.274,,
3.222222,3.2,3.4,3.166667,6.39693,0,3,Private Equity,Greece,0,1,80,0,Greece,,2009,201,50,322.555,,
2.333333,2.6,1.6,2.5,4.787492,,10,"Family owned, family CEO",,0,0,90,0,Greece,,2006,353,50,300.274,,
2.388889,3,2.6,1.833333,6.907755,,3,"Family owned, family CEO",,0,0,50,0,Greece,,2006,205,50,300.274,,
2.5,2.2,2.6,2.666667,6.907755,5,10,"Family owned, family CEO",,0,0,60,5,Greece,,2009,205,50,322.555,,
3.277778,3.6,3.2,3.166667,5.703783,,0,Founder,,0,0,30,15,Greece,,2006,349,50,300.274,,
2.166667,2.8,2,2.166667,5.940171,,3,"Family owned, family CEO",,0,0,50,10,Greece,,2006,208,50,300.274,,
2.388889,2.6,1.8,2.5,5.560682,17,10,"Family owned, family CEO",,0,0,90,0,Greece,,2007,208,50,322.555,,
3.222222,3,3,3.833333,6.64639,,10,"Family owned, family CEO",,0,0,90,30,Greece,,2006,352,50,300.274,,
1.722222,2,1.4,1.666667,6.907755,,2,Founder,,0,0,100,0,Greece,,2006,331,50,300.274,,
2.611111,3,2,2.666667,5.521461,,10,Founder,,0,0,90,10,Greece,,2006,283,50,300.274,,
2.055556,2.6,2.2,1.333333,5.572154,35,2,Founder,,0,0,100,0,Greece,,2009,283,50,322.555,,
2.117647,2.4,1.4,2.5,4.787492,,5,"Family owned, family CEO",,0,0,80,0,Greece,,2006,207,50,300.274,,
1.888889,2.2,1.4,2,5.298317,20,3,"Family owned, family CEO",,0,0,80,0,Greece,,2009,207,50,322.555,,
2.055556,2.4,2.2,1.5,5.298317,,2,Founder,,0,0,60,0,Greece,,2006,232,50,300.274,,
1.666667,1.4,1.6,2.166667,4.941642,7,10,Founder,,0,0,70,0,Greece,,2009,232,50,322.555,,
1.166667,1.2,1,1.166667,5.991465,,3,"Family owned, family CEO",,0,0,100,0,Greece,,2006,208,50,300.274,,
2.705882,2.4,3,2.833333,5.521461,,4,"Family owned, family CEO",Greece,0,1,43,0,Greece,,2005,363,50,300.274,,
1.611111,1.4,1.6,1.833333,5.298317,25,5,"Family owned, family CEO",Greece,0,1,70,15,Greece,,2009,363,50,322.555,,
1.588235,1.6,1.6,1.5,5.298317,,3,Dispersed Shareholders,,0,0,25,0,Greece,,2006,225,50,300.274,,
2.882353,3.4,3,2.5,5.857933,,2,"Family owned, external CEO",Greece,0,1,100,0,Greece,,2006,335,50,300.274,,
3.444444,3.6,3.4,3.166667,5.799093,75,2,"Family owned, external CEO",Greece,0,1,70,18,Greece,,2009,335,50,322.555,,
1.823529,2.4,1,2.166667,5.438079,,4,"Family owned, family CEO",,0,0,25,0,Greece,,2004,228,50,300.274,,
3.666667,4.4,3.8,3,5.442418,,2,Dispersed Shareholders,France,1,0,95,2,Greece,,2007,335,50,300.274,,
4.444445,4.6,4.2,4.333333,5.26269,50,3,Dispersed Shareholders,France,1,0,65,35,Greece,,2009,335,50,322.555,,
2.833333,2.8,3.4,2.333333,5.616771,,10,Dispersed Shareholders,Holland,1,0,95,0,Greece,,2006,285,50,300.274,,
2.833333,2.8,2.4,3.333333,5.560682,9,10,Dispersed Shareholders,Netherlands,1,0,70,0,Greece,,2009,285,50,322.555,,
2.647059,3,2.8,2.333333,6.907755,,3,Dispersed Shareholders,Greece,0,1,80,15,Greece,,2005,209,50,300.274,,
4.333333,4.4,4.4,4,7.244227,25,10,Dispersed Shareholders,Greece,0,1,60,15,Greece,,2005,209,50,322.555,,
2.647059,3.4,1.6,2.6,5.010635,,10,"Family owned, family CEO",,0,0,80,0,Greece,,2006,228,50,300.274,,
2,2.6,1.4,2,5.940171,,10,Founder,,0,0,90,2,Greece,,2006,283,50,300.274,,
2.470588,3,2.6,2,6.476973,,0,Private Individuals,Greece,0,1,0,0,Greece,,2006,221,50,300.274,,
3.833333,4.2,4,3.5,6.109248,90,3,Private Individuals,Greece,0,1,88,20,Greece,,2008,221,50,322.555,,
3.055556,4.4,2.8,2.333333,5.31812,,4,"Family owned, family CEO",,0,0,50,5,Greece,,2006,284,50,300.274,,
3.888889,4.4,3.8,3.333333,5.703783,,10,"Family owned, external CEO",,0,0,90,0,Greece,,2007,308,50,300.274,,
3.888889,4.2,3.8,3.5,5.298317,20,7,"Family owned, external CEO",,0,0,75,70,Greece,,2009,308,50,322.555,,
1.823529,1.2,1.8,2.333333,5.783825,,4,"Family owned, family CEO",,0,0,40,0,Greece,,2006,265,50,300.274,,
1.888889,2.4,1.8,1.5,5.497168,0,4,"Family owned, family CEO",,0,0,75,0,Greece,,2009,265,50,322.555,,
3.611111,3.8,4,3,4.844187,,4,Founder,,0,0,80,0,Greece,,2007,308,50,300.274,,
3.666667,4,3.2,4,5.703783,,2,"Family owned, family CEO",Greece,0,1,95,,Greece,,2006,308,50,300.274,,
3,3.4,2.6,3,5.799093,50,5,"Family owned, family CEO",Greece,0,1,60,0,Greece,,2009,308,50,322.555,,
3,3.4,3,2.5,5.347107,,4,"Family owned, family CEO",,0,0,80,0,Greece,,2006,275,50,300.274,,
3.166667,3,3.6,3.333333,5.521461,,10,"Family owned, family CEO",,0,0,50,5,Greece,,2006,356,50,300.274,,
1.705882,2.2,1.8,1.166667,4.60517,,1,Founder,,0,0,40,0,Greece,,2006,238,50,300.274,,
3.111111,3.6,3.4,2.5,6.39693,,0,Founder,Greece,0,1,50,0,Greece,,2006,355,50,300.274,,
1.666667,1.8,1.8,1.666667,7.824046,98,10,Founder,Greece,0,1,10,0,Greece,,2009,355,50,322.555,,
2.333333,2.4,2,2.666667,5.521461,,8,Founder,,0,0,8,2,Greece,,2006,232,50,300.274,,
3.944444,4.4,4.6,3,5.010635,,2,Dispersed Shareholders,US,1,0,50,20,Greece,,2006,265,50,300.274,,
3.611111,3.8,4,3,5.521461,5,10,Dispersed Shareholders,US,1,0,50,12,Greece,,2009,265,50,322.555,,
2.777778,2.2,3.4,2.666667,5.703783,,1,Dispersed Shareholders,Germany,1,0,100,0,Greece,,2006,283,50,300.274,,
2.277778,1.4,2,3,5.627621,,1,"Family owned, family CEO",,0,0,20,10,Greece,,2006,243,50,300.274,,
1.333333,1.2,1.2,1.666667,4.867535,,5,Dispersed Shareholders,,0,0,100,0,Greece,,2006,203,50,300.274,,
2.647059,2.4,2.8,2.6,7.090077,,4,"Family owned, family CEO",,0,0,100,20,Greece,,2006,202,50,300.274,,
2.611111,2.6,2.8,2.833333,6.003887,,6,Founder,,0,0,100,0,Greece,,2006,265,50,300.274,,
2.388889,2.2,2.4,2.666667,5.438079,40,4,Founder,Greece,0,1,85,15,Greece,,2009,265,50,322.555,,
1.833333,1.2,1.6,2.5,5.991465,,6,Private Individuals,Greece,0,1,40,0,Greece,,2006,335,50,300.274,,
4,3.8,4,4,5.010635,65,10,Private Individuals,Greece,0,1,85,35,Greece,,2009,335,50,322.555,,
2.277778,2.6,3,1.166667,4.787492,,10,"Family owned, family CEO",,0,0,30,0,Greece,,2006,204,50,300.274,,
2.277778,2,3,2.333333,5.192957,,10,"Family owned, family CEO",,0,0,30,0,Greece,,2006,325,50,300.274,,
1.764706,2.4,1,1.833333,5.991465,,1,Founder,,0,0,100,1,Greece,,2006,308,50,300.274,,
1.444444,1.4,1.4,1.666667,6.214608,60,10,Founder,Greece,0,1,60,15,Greece,,2009,308,50,322.555,,
3.944444,4.4,4.4,3.333333,5.575949,,10,Dispersed Shareholders,US,1,0,100,50,Greece,,2006,283,50,300.274,,
1.764706,2,1,2.166667,6.55108,,2,"Family owned, family CEO",Greece,0,1,60,20,Greece,,2006,205,50,300.274,,
4.833333,5,5,4.5,5.247024,,1,Private Individuals,UK,1,0,90,65,Greece,,2006,207,50,300.274,,
3.833333,4.2,4,3.166667,5.560682,15,1,Private Individuals,UK,1,0,80,30,Greece,,2010,207,50,322.555,,
3.277778,3.6,3.6,3,5.521461,,10,Founder,,0,0,0,0,Greece,,2006,265,50,300.274,,
3.166667,3.4,3.4,2.833333,5.634789,60,2,Founder,,0,0,85,0,Greece,,2009,265,50,322.555,,
2.5,3.4,2,2.666667,4.976734,,2,Founder,,0,0,30,0,Greece,,2006,239,50,300.274,,
3.722222,4,3.4,4,5.075174,,6,Founder,,0,0,100,0,Greece,,2006,203,50,300.274,,
2.055556,2.6,2.8,1.333333,6.39693,,5,Private Individuals,,0,0,10,0,Greece,,2006,205,50,300.274,,
2.277778,2.6,2,2.333333,5.703783,25,2,Private Individuals,,0,0,90,0,Greece,,2009,205,50,322.555,,
2.176471,3.5,1.4,2,5.010635,,10,Dispersed Shareholders,Sweden,1,0,50,0,Greece,,2006,342,50,300.274,,
2.944444,3.2,2.8,2.666667,5.703783,80,10,Dispersed Shareholders,Sweden,1,0,80,30,Greece,,2009,342,50,322.555,,
1.722222,1,1.8,2.5,5.135798,,0,Private Individuals,,0,0,40,5,Greece,,2006,355,50,300.274,,
2.444444,2.8,2.2,2.166667,5.857933,,2,"Family owned, family CEO",,0,0,70,0,Greece,,2006,205,50,300.274,,
2.944444,3,3.4,2.5,5.669881,,4,Founder,,0,0,100,20,Greece,,2007,252,50,300.274,,
2.444444,2.4,2.6,2.166667,5.572154,40,10,Founder,,0,0,80,8,Greece,,2009,252,50,322.555,,
2.666667,2.6,2,3,5.438079,,1,Dispersed Shareholders,France,1,0,60,0,Greece,,2006,361,50,300.274,,
3.722222,3.8,3.6,3.5,5.204007,20,10,Dispersed Shareholders,France,1,0,60,5,Greece,,2009,361,50,322.555,,
2.555556,2.8,1.8,2.833333,5.135798,,2,Founder,,0,0,29,10,Greece,,2006,243,50,300.274,,
2.5,3.2,1.6,2.333333,6.152733,,2,"Family owned, family CEO",Switzerland,1,0,25,0,Greece,,2006,202,50,300.274,,
2,1.8,3,1.666667,4.60517,,3,Dispersed Shareholders,,0,0,90,0,Greece,,2006,373,50,300.274,,
4.055555,4.6,4,3.666667,6.684612,,10,Private Individuals,Greece,0,1,,,Greece,,2006,353,50,300.274,,
3.277778,3.4,3.6,2.666667,6.684612,45,2,Private Individuals,Greece,0,1,100,40,Greece,,2009,353,50,322.555,,
2.111111,2.8,1.2,2.666667,4.812184,,8,Founder,,0,0,80,0,Greece,,2006,327,50,300.274,,
2.833333,3.2,2.4,3,5.075174,,6,Founder,,0,0,50,0,Greece,,2006,265,50,300.274,,
1.388889,1,1.4,1.833333,4.70048,,6,"Family owned, family CEO",,0,0,100,0,Greece,,2006,208,50,300.274,,
2.666667,2.2,3.2,2.666667,5.991465,,10,"Family owned, family CEO",,0,0,90,10,Greece,,2006,206,50,300.274,,
3.333333,3.4,3.6,3,5.857933,80,10,"Family owned, family CEO",,0,0,98,20,Greece,,2009,206,50,322.555,,
1.944444,1.2,2,2,5.703783,,1,"Family owned, family CEO",,0,0,80,0,Greece,,2006,203,50,300.274,,
3.5,4.2,4.6,2.166667,5.828946,,10,"Family owned, external CEO",Germany,1,0,100,40,Greece,,2006,283,50,300.274,,
1.411765,2,1.2,1,5.135798,,5,"Family owned, family CEO",,0,0,15,0,Greece,,2007,228,50,300.274,,
2.333333,2.8,1.4,2.5,5.521461,,10,Founder,,0,0,100,0,Greece,,2006,251,50,300.274,,
3.277778,4,3.6,2.5,5.799093,,6,Dispersed Shareholders,Sweden,1,0,50,1,Greece,,2006,265,50,300.274,,
1.777778,2.2,1.8,1.666667,5.752573,1,10,Other,Sweden,1,0,70,15,Greece,,2009,265,50,322.555,,
4.352941,4.6,4.6,4.4,5.010635,,10,Dispersed Shareholders,Greece,0,1,50,0,Greece,,2006,326,50,300.274,,
3.388889,3.6,3,3.666667,5.075174,0,0,Dispersed Shareholders,Greece,0,1,74,13,Greece,,2009,326,50,322.555,,
1.722222,1.4,1.6,2.166667,5.521461,,2,"Family owned, family CEO",Greece,0,1,20,0,Greece,,2007,353,50,300.274,,
2.666667,3.4,2.4,2,7.600903,,4,Dispersed Shareholders,Greece,0,1,20,0,Greece,,2005,232,50,300.274,,
